,Model Name,Product URL,Filename,Company,Type,Category Tags,Width (cm),Height (cm),Origin Country,Application
0,WY 4276X,https://sg.lamitak.com/rye-savannah-wood,lamitak_-_rye_savannah_wood_wy_4276x_thumbnail.jpg,lamitak,Laminate,"Exotic, Textured Finish, Wild Grains",23,44,None,Carpentry
1,WY 4274X,https://sg.lamitak.com/bronze-savannah-wood,lamitak_-_bronze_savannah_wood_wy_4274x_thumbnail.jpg,lamitak,Laminate,"Exotic, Textured Finish, Wild Grains",23,44,None,Carpentry
2,WY 4275X,https://sg.lamitak.com/russet-savannah-wood,lamitak_-_russet_savannah_wood_wy_4275x_thumbnail.jpg,lamitak,Laminate,"Exotic, Textured Finish, Wild Grains",23,44,None,Carpentry
3,WY 4273X,https://sg.lamitak.com/barley-savannah-wood,lamitak_-_barley_savannah_wood_wy_4273x_thumbnail.jpg,lamitak,Laminate,"Exotic, Textured Finish, Wild Grains",23,44,None,Carpentry
4,WY 7202D,https://sg.lamitak.com/bleached-barn-wood,lamitak_-_bleached_barn_wood_wy_7202d_thumbnail.jpg,lamitak,Laminate,"Exotic, Dri-matt® Finish, Wild Grains",None,None,None,Carpentry
5,WY 7203D,https://sg.lamitak.com/rustic-barn-wood-dri-matt,lamitak_-_rustic_barn_wood_wy_7203d_thumbnail.jpg,lamitak,Laminate,"Exotic, Dri-matt® Finish, Wild Grains",None,None,None,Carpentry
6,WY 4269X,https://sg.lamitak.com/almond-yugen-oak,lamitak_-_almond_yugen_oak_wy_4269x_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Crowns Grains",23,44,None,Carpentry
7,WY 4268X,https://sg.lamitak.com/golden-yugen-oak,lamitak_-_golden_yugen_oak_wy_4268x_thumbnail_1_1.jpg,lamitak,Laminate,"Oak, Textured Finish, Crowns Grains",23,44,None,Carpentry
8,WY 4266X,https://sg.lamitak.com/ivory-yugen-oak,wy-4266x-ivory-yugen-oak_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Straight Grains",23,44,None,Carpentry
9,WY 4267X,https://sg.lamitak.com/natural-yugen-oak,wy-4267x-natural-yugen-oak_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Straight Grains",23,44,None,Carpentry
10,WYA 5601MT,https://sg.lamitak.com/washed-malibu-oak,wya-5601mt-washed-malibu-oak_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Crowns Grains",None,None,None,Carpentry
11,WYA 5602MT,https://sg.lamitak.com/natural-malibu-oak,wya-5602mt-natural-malibu-oak_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Crowns Grains",None,None,None,Carpentry
12,WHG 4231G,https://sg.lamitak.com/creme-akemi-ash-gloss,whg_4231g_creme_akemi_ash_gloss_4x8_28052019_thumbnail.jpg,lamitak,Laminate,"Ash, High Glossie Finish, Crowns Grains",23,44,None,Carpentry
13,WY 4231X,https://sg.lamitak.com/creme-akemi-ash,wy_4231x_creme_akemi_ash_4x8_28052019_thumbnail.jpg,lamitak,Laminate,"Ash, Textured Finish, Crowns Grains",23,44,None,Carpentry
14,WHG 4232G,https://sg.lamitak.com/pearl-akemi-ash-gloss,whg_4232g_pearl_akemi_ash_gloss_4x8_28052019_thumbnail.jpg,lamitak,Laminate,"Ash, High Glossie Finish, Crowns Grains",23,44,None,Carpentry
15,WY 4232X,https://sg.lamitak.com/pearl-akemi-ash,wy_4232x_pearl_akemi_ash_4x8_28052019_thumbnail.jpg,lamitak,Laminate,"Ash, Textured Finish, Crowns Grains",23,44,None,Carpentry
16,WY 5292D,https://sg.lamitak.com/freya-laurentian-maple,wy_5292d_freya_laurentian_maple_4x8_thumbnail_1.jpg,lamitak,Laminate,"Maple, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
17,WY 5294D,https://sg.lamitak.com/leah-laurentian-maple,wy_5294d_leah_laurentian_maple_4x8_thumbnail_1.jpg,lamitak,Laminate,"Maple, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
18,WY 5293D,https://sg.lamitak.com/maya-laurentian-maple,wy_5293d_maya_laurentian_maple_4x8_thumbnail_1.jpg,lamitak,Laminate,"Maple, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
19,WY 5605D,https://sg.lamitak.com/aria-laurentian-maple,lamitak_-_aria_laurentian_maple_wy_5605d_thumbnail.jpg,lamitak,Laminate,"Maple, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
20,WYA 5296E,https://sg.lamitak.com/marrone-rovere-rapallo,wya_5296e_marrone_rovere_rapallo_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Straw Finish, Straight Grains",23,44,None,Carpentry
21,WYA 5295E,https://sg.lamitak.com/sbiadito-rovere-rapallo,wya_5295e_sbiadito_rovere_rapallo_4x8_thumbnail_1.jpg,lamitak,Laminate,"Oak, Straw Finish, Straight Grains",23,44,None,Carpentry
22,WYA 5297E,https://sg.lamitak.com/lavato-rovere-rapallo,wya-5297e-lavato-rapallo-rovere_thumbnail.jpg,lamitak,Laminate,"Oak, Straw Finish, Straight Grains",23,44,None,Carpentry
23,WYA 5298E,https://sg.lamitak.com/titus-rovere-rapallo,wya-5298e-titus-rapallo-rovere_thumbnail.jpg,lamitak,Laminate,"Oak, Straw Finish, Straight Grains",23,44,None,Carpentry
24,WYA 5288MT,https://sg.lamitak.com/brissago-abel,wya_5288mt_brissago_abel_4x8_thumbnail.jpg,lamitak,Laminate,"Eucalyptus, Textured Finish, Crowns Grains",23,44,None,Carpentry
25,WYA 5290MT,https://sg.lamitak.com/brissago-raphael,wya_5290mt_brissago_raphael_4x8_thumbnail.jpg,lamitak,Laminate,"Eucalyptus, Textured Finish, Crowns Grains",23,44,None,Carpentry
26,WYA  5289MT,https://sg.lamitak.com/collections/woods/types/brissago-noel,wya_5289mt_brissago_noel_4x8_thumbnail.jpg,lamitak,Laminate,"Eucalyptus, Textured Finish, Crowns Grains",23,44,None,Carpentry
27,WYA 5291MT,https://sg.lamitak.com/brissago-kandel,wya_5291mt_brissago_kandel_4x8_thumbnail.jpg,lamitak,Laminate,"Eucalyptus, Textured Finish, Crowns Grains",23,44,None,Carpentry
28,WG 5256D,https://sg.lamitak.com/noella-hemavan-ash,lamitak_wg_5256d_noella_hemavan_ash_4x8_thumbnail.jpg,lamitak,Laminate,"Ash, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
29,WG 5253D,https://sg.lamitak.com/adele-hemavan-ash,lamitak_wg_5253d_adele_hemavan_ash_4x8_thumbnail.jpg,lamitak,Laminate,"Ash, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
30,WG 5254D,https://sg.lamitak.com/giselle-hemavan-ash,lamitak_wg_5254d_giselle_hemavan_ash_4x8_thumbnail.jpg,lamitak,Laminate,"Ash, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
31,WG 5255D,https://sg.lamitak.com/emile-hemavan-ash,lamitak_wg_5255d_emile_hemavan_ash_4x8_thumbnail.jpg,lamitak,Laminate,"Ash, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
32,WY 1281D,https://sg.lamitak.com/aki-aomori-beech,wy_1281d_aki_aomori_beech_4x8_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
33,WY 1280D,https://sg.lamitak.com/haru-aomori-beech,wy_1280d_haru_aomori_beech_4x8_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
34,WY 1287D,https://sg.lamitak.com/nara-aomori-beech,lamitak_-_nara_aomori_beech_wy_1287d_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
35,WY 1286D,https://sg.lamitak.com/jun-aomori-beech,lamitak_-_jun_aomori_beech_wy_1286d_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
36,WY 1275D,https://sg.lamitak.com/nalda-nogal-americano,wy_1275d_nadal_nogal_americano_4x8_thumbnail_1.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
37,WY 1274D,https://sg.lamitak.com/pilar-nogal-americano,wy_1274d_pilar_nogal_americano_4x8_thumbnail_1.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
38,WY 1273D,https://sg.lamitak.com/reva-nogal-americano,wy_1273d_reva_nogal_americano_4x8_thumbnail_1.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
39,WY 1272D,https://sg.lamitak.com/isa-nogal-americano,wy_1272d_isa_nogal_americano_4x8_thumbnail_1.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
40,WY 1268D,https://sg.lamitak.com/gaia-noce-portofino,lamitak_wy_1268d_gaia_noce_portofino_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
41,WY 1266D,https://sg.lamitak.com/elsa-noce-portofino,wy_1266d_elsa_noce_portofino_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
42,WY 1267D,https://sg.lamitak.com/febe-noce-portofino,lamitak_wy_1267d_febe_noce_portofino_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
43,WY 1265D,https://sg.lamitak.com/carla-noce-portofino,wy_1265d_carla_noce_portofino_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
44,WY 1283D,https://sg.lamitak.com/omar-nevada-elm,wy_1283d_omar_nevada_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
45,WY 1260D,https://sg.lamitak.com/chico-nevada-elm,wy_1260d_chico_nevada_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
46,WY 1259D,https://sg.lamitak.com/mio-nevada-elm,wy_1259d_mio_nevada_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
47,WY 1282D,https://sg.lamitak.com/runa-nevada-elm,wy_1282d_runa_nevada_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
48,WY 1244D,https://sg.lamitak.com/ibiza-nogal,lamitak_wy_1244d_ibiza_nogal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Straight Grains",23,44,None,Carpentry
49,WY 1245D,https://sg.lamitak.com/gomera-nogal,lamitak_wy_1245d_gomera_nogal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Straight Grains",23,44,None,Carpentry
50,WY 1257D,https://sg.lamitak.com/cordoba-nogal,lamitak_wy_1257d_cordoba_nogal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Straight Grains",23,44,None,Carpentry
51,WY 1246D,https://sg.lamitak.com/costa-nogal,lamitak_wy_1246d_costa_nogal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Straight Grains",23,44,None,Carpentry
52,WY 4220X,https://sg.lamitak.com/natural-eames-teak,wy_4220x_natural_eames_teak_4x8_thumbnail_1.jpg,lamitak,Laminate,"Teak, Textured Finish, Straight Grains",23,44,None,Carpentry
53,WY 4223X,https://sg.lamitak.com/anthracite-eames-teak,wy_4223x_anthracite_eames_teak_4x8_thumbnail.jpg,lamitak,Laminate,"Teak, Textured Finish, Straight Grains",23,44,None,Carpentry
54,WY 4222X,https://sg.lamitak.com/stateroom-eames-teak,lamitak_wy_4222x_stateroom_eames_teak_4x8_thumbnail.jpg,lamitak,Laminate,"Teak, Textured Finish, Straight Grains",23,44,None,Carpentry
55,WY 4221X,https://sg.lamitak.com/weathered-eames-teak,wy_4221x_weathered_eames_teak_4x8_thumbnail.jpg,lamitak,Laminate,"Teak, Textured Finish, Straight Grains",23,44,None,Carpentry
56,WY 5213D,https://sg.lamitak.com/amerie-viola-noce,wy_5213d_amerie_viola_noce_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
57,WY 5215D,https://sg.lamitak.com/brandolini-viola-noce,lamitak_wy_5215d_brandolini_viola_noce_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
58,WY 5214D,https://sg.lamitak.com/cavalli-viola-noce,lamitak_wy_5214d_cavalli_viola_noce_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
59,WY 5244D,https://sg.lamitak.com/riviera-viola-noce,lamitak_wy_5244d_riviera_viola_noce_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
60,WY 4236X,https://sg.lamitak.com/johann-bavarian-oak,lamitak_wy_4236x_johann_bavarian_oak_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
61,WY 4238X,https://sg.lamitak.com/berger-bavarian-oak,wy_4238x_berger_bavarian_oak_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
62,WY 4237X,https://sg.lamitak.com/strauss-bavarian-oak,wy_4237x_strauss_bavarian_oak_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
63,WY 4239X,https://sg.lamitak.com/eduard-bavarian-oak,wy_4239x_eduard_bavarian_oak_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
64,WY 1264D,https://sg.lamitak.com/aldo-noce-vida,lamitak_wy_1264d_aldo_noce_vida_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal, Crowns Grains",23,44,None,Carpentry
65,WY 1262D,https://sg.lamitak.com/lino-noce-vida,lamitak_wy_1262d_lino_noce_vida_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal, Crowns Grains",23,44,None,Carpentry
66,WY 1261D,https://sg.lamitak.com/celio-noce-vida,lamitak_wy_1261d_celio_noce_vida_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal, Crowns Grains",23,44,None,Carpentry
67,WY 1263D,https://sg.lamitak.com/baro-noce-vida,lamitak_wy_1263d_baro_noce_vida_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal, Crowns Grains",23,44,None,Carpentry
68,WY 1258D,https://sg.lamitak.com/cordoba-nogal-horizontal,lamitak_wy_1258d_cordoba_nogal_horizontal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal Grains",23,44,None,Carpentry
69,WY 1249D,https://sg.lamitak.com/ibiza-nogal-horizontal,lamitak_wy_1249d_ibiza_nogal_horizontal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal Grains",23,44,None,Carpentry
70,WY 1248D,https://sg.lamitak.com/gomera-nogal-horizontal,lamitak_wy_1248d_gomera_nogal_horizontal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal Grains",23,44,None,Carpentry
71,WY 1247D,https://sg.lamitak.com/costa-nogal-horizontal,lamitak_wy_1247d_costa_nogal_horizontal_4x8_thumbnail.jpg,lamitak,Laminate,"Walnut, Dri-matt® Finish, Horizontal Grains",23,44,None,Carpentry
72,WY 4260X,https://sg.lamitak.com/sheldon-oak-lasalle,lamitak_wy_4260x_sheldon_oak_lasalle_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
73,WY 4261X,https://sg.lamitak.com/jayden-oak-lasalle,lamitak_wy_4261x_jayden_oak_lasalle_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
74,WY 4259X,https://sg.lamitak.com/keaton-oak-lasalle,lamitak_wy_4259x_keaton_oak_lasalle_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
75,WY 4258X,https://sg.lamitak.com/dalton-oak-lasalle,lamitak_wy_4258x_dalton_oak_lasalle_4x8_thumbnail.jpg,lamitak,Laminate,"Oak, Textured Finish, Horizontal Grains",23,44,None,Carpentry
76,WYA 4251K,https://sg.lamitak.com/hiro-itadori-elm,lamitak_wya_4251k_hiro_itadori_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Textured Finish, Crowns Grains",23,44,None,Carpentry
77,WYA 4248K,https://sg.lamitak.com/gina-itadori-elm,wya_4248k_gina_itadori_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Textured Finish, Crowns Grains",23,44,None,Carpentry
78,WYA 4249K,https://sg.lamitak.com/nori-itadori-elm,wya_4249k_nori_itadori_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Textured Finish, Crowns Grains",23,44,None,Carpentry
79,WYA 4250K,https://sg.lamitak.com/taka-itadori-elm,lamitak_wya_4250k_taka_itadori_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Textured Finish, Crowns Grains",23,44,None,Carpentry
80,WY 5251D,https://sg.lamitak.com/diego-oak-brunello,lamitak_wy_5251d_diego_oak_brunello_thumbnail.jpg,lamitak,Laminate,"Oak, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
81,WY 5250D,https://sg.lamitak.com/carmelo-oak-brunello,lamitak_wy_5250d_carmelo_oak_brunello_thumbnail_1.jpg,lamitak,Laminate,"Oak, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
82,WY 5249D,https://sg.lamitak.com/benito-oak-brunello,lamitak_wy_5249d_benito_oak_brunello_thumbnail_1.jpg,lamitak,Laminate,"Oak, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
83,WY 5248D,https://sg.lamitak.com/andrea-oak-brunello,lamitak_wy_5248d_andrea_oak_brunello_thumbnail_1.jpg,lamitak,Laminate,"Oak, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
84,WYA 5285MT,https://sg.lamitak.com/grau-zermatt-esche,wya_5285mt_grau_zermatt_esche_4x8_28052019_thumbnail.jpg,lamitak,Laminate,"Ash, Mirage Finish, Crowns Grains",23,44,None,Carpentry
85,WYA 5284MT,https://sg.lamitak.com/braun-zermatt-esche,wya_5284mt_braun_zermatt_esche_4x8_thumbnail.jpg,lamitak,Laminate,"Ash, Mirage Finish, Crowns Grains",23,44,None,Carpentry
86,WYA 5287MT,https://sg.lamitak.com/schwarz-zermatt-esche,wya_5287mt_schwarz_zermatt_esche_4x8_28052019_thumbnail.jpg,lamitak,Laminate,"Ash, Mirage Finish, Crowns Grains",23,44,None,Carpentry
87,WYA 5286MT,https://sg.lamitak.com/dunkel-zermatt-esche,wya_5286mt_dunkel_zermatt_esche_4x8_thumbnail.jpg,lamitak,Laminate,"Ash, Mirage Finish, Crowns Grains",23,44,None,Carpentry
88,WY 5281D,https://sg.lamitak.com/sven-knarvick-birch,wy_5281d_sven_knarvick_birch_4x8_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
89,WY 5283D,https://sg.lamitak.com/sigmund-knarvick-birch,wy_5283s_sigmund_knarvick_birch_4x8_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
90,WY 5280D,https://sg.lamitak.com/steniar-knarvick-birch,wy_5280d_steniar_knarvick_birch_4x8_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
91,WY  5282D,https://sg.lamitak.com/soren-knarvick-birch,wy_5282d_soren_knarvick_birch_4x8_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
92,WY 5603D,https://sg.lamitak.com/sayer-knarvick-birch,lamitak_-_sayer_knarvick_birch_wy_5603d_thumbnail.jpg,lamitak,Laminate,"Beech, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
93,WY 1284D,https://sg.lamitak.com/vita-tivoli-elm,wy_1284d_vita_tivoli_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
94,WY 1271D,https://sg.lamitak.com/valda-tivoli-elm,wy_1271d_valda_tivoli_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
95,WY 1269D,https://sg.lamitak.com/luna-tivoli-elm,wy_1269d_luna_tivoli_elm_4x8_thumbnail_1.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
96,WY 1270D,https://sg.lamitak.com/karla-tivoli-elm,wy_1270d_karla_tivoli_elm_4x8_thumbnail.jpg,lamitak,Laminate,"Elm, Dri-matt® Finish, Crowns Grains",23,44,None,Carpentry
